Source Name	Characteristics [Organism]	Characteristics [DiseaseState]	Characteristics [OrganismPart]	Characteristics [BioSourceType]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Factor Value [GrowthCondition]	Factor Value [DISEASE_STATE]	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]
SnIn vineyard 1	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5418	P-MTAB-5425	P-MTAB-5419	E_SnIn vineyard 1	total_RNA	P-MTAB-5423	L_SnIn vineyard 1_1	Cy5	unknown	P-MTAB-5416	H_SnIn vineyard 1_1_SnIp vineyard 1_1	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	normal	m504.txt	m504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn vineyard 1	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5418	P-MTAB-5425	P-MTAB-5419	E_SnIn vineyard 1	total_RNA	P-MTAB-5423	L_SnIn vineyard 1_1	Cy5	unknown	P-MTAB-5416	H_SnIn vineyard 1_1_SnIp vineyard 1_1	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	normal	m504.txt	m504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata1.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp vineyard 1	Vitis vinifera	E. lata infected plant without symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIp vineyard 1	total_RNA	P-MTAB-5423	L_SnIp vineyard 1_1	Cy3	unknown	P-MTAB-5416	H_SnIn vineyard 1_1_SnIp vineyard 1_1	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	E. lata infected plant without symptoms	m504.txt	m504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp vineyard 1	Vitis vinifera	E. lata infected plant without symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIp vineyard 1	total_RNA	P-MTAB-5423	L_SnIp vineyard 1_1	Cy3	unknown	P-MTAB-5416	H_SnIn vineyard 1_1_SnIp vineyard 1_1	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	E. lata infected plant without symptoms	m504.txt	m504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata1.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn greenhouse 2	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIn greenhouse 2	total_RNA	P-MTAB-5423	L_SnIn greenhouse 2	Cy3	unknown	P-MTAB-5416	H_SnIp greenhouse 2_SnIn greenhouse 2	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	normal	m517.txt	m517.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata2.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn greenhouse 2	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIn greenhouse 2	total_RNA	P-MTAB-5423	L_SnIn greenhouse 2	Cy3	unknown	P-MTAB-5416	H_SnIp greenhouse 2_SnIn greenhouse 2	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	normal	m517.txt	m517.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp greenhouse 2	Vitis vinifera	E. lata infected plant without symptoms	leaf	  	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIp greenhouse 2	total_RNA	P-MTAB-5423	L_SnIp greenhouse 2	Cy5	unknown	P-MTAB-5416	H_SnIp greenhouse 2_SnIn greenhouse 2	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant without symptoms	m517.txt	m517.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata2.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp greenhouse 2	Vitis vinifera	E. lata infected plant without symptoms	leaf	  	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIp greenhouse 2	total_RNA	P-MTAB-5423	L_SnIp greenhouse 2	Cy5	unknown	P-MTAB-5416	H_SnIp greenhouse 2_SnIn greenhouse 2	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant without symptoms	m517.txt	m517.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn greenhouse 3	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIn greenhouse 3	total_RNA	P-MTAB-5423	L_SnIn greenhouse 3_1	Cy5	unknown	P-MTAB-5416	H_SnIn greenhouse 3_1_SnIp greenhouse 3_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	normal	m518.txt	m518.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata2.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn greenhouse 3	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIn greenhouse 3	total_RNA	P-MTAB-5423	L_SnIn greenhouse 3_1	Cy5	unknown	P-MTAB-5416	H_SnIn greenhouse 3_1_SnIp greenhouse 3_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	normal	m518.txt	m518.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp greenhouse 3	Vitis vinifera	E. lata infected plant without symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIp greenhouse 3	total_RNA	P-MTAB-5423	L_SnIp greenhouse 3_1	Cy3	unknown	P-MTAB-5416	H_SnIn greenhouse 3_1_SnIp greenhouse 3_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant without symptoms	m518.txt	m518.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata2.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp greenhouse 3	Vitis vinifera	E. lata infected plant without symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIp greenhouse 3	total_RNA	P-MTAB-5423	L_SnIp greenhouse 3_1	Cy3	unknown	P-MTAB-5416	H_SnIn greenhouse 3_1_SnIp greenhouse 3_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant without symptoms	m518.txt	m518.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn vineyard 3	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5418	P-MTAB-5425	P-MTAB-5419	E_SnIn vineyard 3	total_RNA	P-MTAB-5423	L_SnIn vineyard 3	Cy3	unknown	P-MTAB-5416	H_SpIp vineyard 2_SnIn vineyard 3	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	normal	m522.txt	m522.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn vineyard 3	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5418	P-MTAB-5425	P-MTAB-5419	E_SnIn vineyard 3	total_RNA	P-MTAB-5423	L_SnIn vineyard 3	Cy3	unknown	P-MTAB-5416	H_SpIp vineyard 2_SnIn vineyard 3	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	normal	m522.txt	m522.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata5.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp vineyard 2	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5418	P-MTAB-5425	P-MTAB-5419	E_SpIp vineyard 2	total_RNA	P-MTAB-5423	L_SpIp vineyard 2	Cy5	unknown	P-MTAB-5416	H_SpIp vineyard 2_SnIn vineyard 3	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	E. lata infected plant with symptoms	m522.txt	m522.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp vineyard 2	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5418	P-MTAB-5425	P-MTAB-5419	E_SpIp vineyard 2	total_RNA	P-MTAB-5423	L_SpIp vineyard 2	Cy5	unknown	P-MTAB-5416	H_SpIp vineyard 2_SnIn vineyard 3	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	E. lata infected plant with symptoms	m522.txt	m522.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata5.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp greenhouse 2	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SpIp greenhouse 2	total_RNA	P-MTAB-5423	L_SpIp greenhouse 2	Cy5	unknown	P-MTAB-5416	H_SpIp greenhouse 2_SnIn greenhouse 5	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant with symptoms	m791.txt	m791.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp greenhouse 2	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SpIp greenhouse 2	total_RNA	P-MTAB-5423	L_SpIp greenhouse 2	Cy5	unknown	P-MTAB-5416	H_SpIp greenhouse 2_SnIn greenhouse 5	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant with symptoms	m791.txt	m791.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata4.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn greenhouse 5	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIn greenhouse 5	total_RNA	P-MTAB-5423	L_SnIn greenhouse 5	Cy3	unknown	P-MTAB-5416	H_SpIp greenhouse 2_SnIn greenhouse 5	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant with symptoms	m791.txt	m791.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn greenhouse 5	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIn greenhouse 5	total_RNA	P-MTAB-5423	L_SnIn greenhouse 5	Cy3	unknown	P-MTAB-5416	H_SpIp greenhouse 2_SnIn greenhouse 5	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant with symptoms	m791.txt	m791.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata4.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp greenhouse 5	Vitis vinifera	E. lata infected plant without symptoms	leaf	  	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIp greenhouse 5	total_RNA	P-MTAB-5423	L_SnIp greenhouse 5	Cy5	unknown	P-MTAB-5416	H_SnIp greenhouse 5_SpIp greenhouse 4	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant without symptoms	m512.txt	m512.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp greenhouse 5	Vitis vinifera	E. lata infected plant without symptoms	leaf	  	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIp greenhouse 5	total_RNA	P-MTAB-5423	L_SnIp greenhouse 5	Cy5	unknown	P-MTAB-5416	H_SnIp greenhouse 5_SpIp greenhouse 4	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant without symptoms	m512.txt	m512.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata6.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp greenhouse 4	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SpIp greenhouse 4	total_RNA	P-MTAB-5423	L_SpIp greenhouse 4	Cy3	unknown	P-MTAB-5416	H_SnIp greenhouse 5_SpIp greenhouse 4	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant with symptoms	m512.txt	m512.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp greenhouse 4	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SpIp greenhouse 4	total_RNA	P-MTAB-5423	L_SpIp greenhouse 4	Cy3	unknown	P-MTAB-5416	H_SnIp greenhouse 5_SpIp greenhouse 4	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant with symptoms	m512.txt	m512.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata6.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn greenhouse 1	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIn greenhouse 1	total_RNA	P-MTAB-5423	L_SnIn greenhouse 1_1	Cy5	unknown	P-MTAB-5416	H_SnIn greenhouse 1_1_SnIp greenhouse 1_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	normal	m470.txt	m470.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIn greenhouse 1	Vitis vinifera	normal	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIn greenhouse 1	total_RNA	P-MTAB-5423	L_SnIn greenhouse 1_1	Cy5	unknown	P-MTAB-5416	H_SnIn greenhouse 1_1_SnIp greenhouse 1_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	normal	m470.txt	m470.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata2.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp greenhouse 1	Vitis vinifera	E. lata infected plant without symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIp greenhouse 1	total_RNA	P-MTAB-5423	L_SnIp greenhouse 1_1	Cy3	unknown	P-MTAB-5416	H_SnIn greenhouse 1_1_SnIp greenhouse 1_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant without symptoms	m470.txt	m470.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp greenhouse 1	Vitis vinifera	E. lata infected plant without symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SnIp greenhouse 1	total_RNA	P-MTAB-5423	L_SnIp greenhouse 1_1	Cy3	unknown	P-MTAB-5416	H_SnIn greenhouse 1_1_SnIp greenhouse 1_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant without symptoms	m470.txt	m470.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata2.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp vineyard 4	Vitis vinifera	E. lata infected plant with symptoms	leaf	  	P-MTAB-5418	P-MTAB-5425	P-MTAB-5419	E_SpIp vineyard 4	total_RNA	P-MTAB-5423	L_SpIp vineyard 4_1	Cy3	unknown	P-MTAB-5416	H_SnIp vineyard 2_1_SpIp vineyard 4_1	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	E. lata infected plant with symptoms	m481.txt	m481.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata3.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp vineyard 4	Vitis vinifera	E. lata infected plant with symptoms	leaf	  	P-MTAB-5418	P-MTAB-5425	P-MTAB-5419	E_SpIp vineyard 4	total_RNA	P-MTAB-5423	L_SpIp vineyard 4_1	Cy3	unknown	P-MTAB-5416	H_SnIp vineyard 2_1_SpIp vineyard 4_1	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	E. lata infected plant with symptoms	m481.txt	m481.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp vineyard 2	Vitis vinifera	E. lata infected plant without symptoms	leaf	  	P-MTAB-5418	P-MTAB-5425	P-MTAB-5419	E_SnIp vineyard 2	total_RNA	P-MTAB-5423	L_SnIp vineyard 2_1	Cy5	unknown	P-MTAB-5416	H_SnIp vineyard 2_1_SpIp vineyard 4_1	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	E. lata infected plant without symptoms	m481.txt	m481.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata3.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SnIp vineyard 2	Vitis vinifera	E. lata infected plant without symptoms	leaf	  	P-MTAB-5418	P-MTAB-5425	P-MTAB-5419	E_SnIp vineyard 2	total_RNA	P-MTAB-5423	L_SnIp vineyard 2_1	Cy5	unknown	P-MTAB-5416	H_SnIp vineyard 2_1_SpIp vineyard 4_1	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	vineyard	E. lata infected plant without symptoms	m481.txt	m481.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	E-MEXP-2337-processed-data-1824889504.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
SpIp greenhouse 1	Vitis vinifera	E. lata infected plant with symptoms	leaf	frozen_sample	P-MTAB-5421	P-MTAB-5425	P-MTAB-5424	E_SpIp greenhouse 1	total_RNA	P-MTAB-5423	L_SpIp greenhouse 1_1	Cy3	unknown	P-MTAB-5416	H_SnIn greenhouse 4_1_SpIp greenhouse 1_	A-MEXP-1536	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-1536	greenhouse	E. lata infected plant with symptoms	m785.txt	m785.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.raw.1.zip	P-MTAB-5415	mdata4.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2337/E-MEXP-2337.processed.1.zip
