Source Name	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[cultivar]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[growth condition]	Description	Comment[ENA_ALIAS]	Comment [geo_loc_name]	Comment [BioSampleModel]	Comment[BioSD_SAMPLE]	Comment[ENA_ALIAS]	Comment[ENA_SAMPLE]	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[Center]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	FactorValue [developmental stage]	FactorValue [sampling time point]	FactorValue [environmental stress]
SRS974462	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit ripening stage	fruit	30 degree celsius during day and 25 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/25 degree Celsius during night	Rnight_hot	France:Montpellier	Plant	SAMN03782517	Rnight_hot	SRS974462	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve55_SRX1075597	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075597	sequencing assay	SRX1075597	SRR2081018_2	INRA	SRR2081018	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/008/SRR2081018/SRR2081018_2.fastq.gz	200	fruit ripening stage	night	warm/hot temperature regimen
SRS974462	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit ripening stage	fruit	30 degree celsius during day and 25 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/25 degree Celsius during night	Rnight_hot	France:Montpellier	Plant	SAMN03782517	Rnight_hot	SRS974462	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve56_SRX1075598	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075598	sequencing assay	SRX1075598	SRR2081019_1	INRA	SRR2081019	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/009/SRR2081019/SRR2081019_1.fastq.gz	200	fruit ripening stage	night	warm/hot temperature regimen
SRS974462	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit ripening stage	fruit	30 degree celsius during day and 25 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/25 degree Celsius during night	Rnight_hot	France:Montpellier	Plant	SAMN03782517	Rnight_hot	SRS974462	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve56_SRX1075598	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075598	sequencing assay	SRX1075598	SRR2081019_2	INRA	SRR2081019	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/009/SRR2081019/SRR2081019_2.fastq.gz	200	fruit ripening stage	night	warm/hot temperature regimen
SRS974462	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit ripening stage	fruit	30 degree celsius during day and 25 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/25 degree Celsius during night	Rnight_hot	France:Montpellier	Plant	SAMN03782517	Rnight_hot	SRS974462	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve57_SRX1075599	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075599	sequencing assay	SRX1075599	SRR2081020_1	INRA	SRR2081020	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/000/SRR2081020/SRR2081020_1.fastq.gz	200	fruit ripening stage	night	warm/hot temperature regimen
SRS974462	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit ripening stage	fruit	30 degree celsius during day and 25 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/25 degree Celsius during night	Rnight_hot	France:Montpellier	Plant	SAMN03782517	Rnight_hot	SRS974462	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve57_SRX1075599	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075599	sequencing assay	SRX1075599	SRR2081020_2	INRA	SRR2081020	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/000/SRR2081020/SRR2081020_2.fastq.gz	200	fruit ripening stage	night	warm/hot temperature regimen
SRS974473	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G2day_cold	France:Montpellier	Plant	SAMN03782508	G2day_cold	SRS974473	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve28_SRX1075570	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075570	sequencing assay	SRX1075570	SRR2080991_1	INRA	SRR2080991	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/001/SRR2080991/SRR2080991_1.fastq.gz	200	fruit size 70% to final size stage	day	cold temperature regimen
SRS974473	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G2day_cold	France:Montpellier	Plant	SAMN03782508	G2day_cold	SRS974473	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve28_SRX1075570	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075570	sequencing assay	SRX1075570	SRR2080991_2	INRA	SRR2080991	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/001/SRR2080991/SRR2080991_2.fastq.gz	200	fruit size 70% to final size stage	day	cold temperature regimen
SRS974473	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G2day_cold	France:Montpellier	Plant	SAMN03782508	G2day_cold	SRS974473	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve29_SRX1075571	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075571	sequencing assay	SRX1075571	SRR2080992_1	INRA	SRR2080992	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/002/SRR2080992/SRR2080992_1.fastq.gz	200	fruit size 70% to final size stage	day	cold temperature regimen
SRS974473	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G2day_cold	France:Montpellier	Plant	SAMN03782508	G2day_cold	SRS974473	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve29_SRX1075571	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075571	sequencing assay	SRX1075571	SRR2080992_2	INRA	SRR2080992	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/002/SRR2080992/SRR2080992_2.fastq.gz	200	fruit size 70% to final size stage	day	cold temperature regimen
SRS974473	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G2day_cold	France:Montpellier	Plant	SAMN03782508	G2day_cold	SRS974473	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve30_SRX1075572	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075572	sequencing assay	SRX1075572	SRR2080993_1	INRA	SRR2080993	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/003/SRR2080993/SRR2080993_1.fastq.gz	200	fruit size 70% to final size stage	day	cold temperature regimen
SRS974473	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G2day_cold	France:Montpellier	Plant	SAMN03782508	G2day_cold	SRS974473	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve30_SRX1075572	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075572	sequencing assay	SRX1075572	SRR2080993_2	INRA	SRR2080993	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/003/SRR2080993/SRR2080993_2.fastq.gz	200	fruit size 70% to final size stage	day	cold temperature regimen
SRS974475	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G2night_cold	France:Montpellier	Plant	SAMN03782509	G2night_cold	SRS974475	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve31_SRX1075573	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075573	sequencing assay	SRX1075573	SRR2080994_1	INRA	SRR2080994	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/004/SRR2080994/SRR2080994_1.fastq.gz	200	fruit size 70% to final size stage	night	cold temperature regimen
SRS974475	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G2night_cold	France:Montpellier	Plant	SAMN03782509	G2night_cold	SRS974475	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve31_SRX1075573	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075573	sequencing assay	SRX1075573	SRR2080994_2	INRA	SRR2080994	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/004/SRR2080994/SRR2080994_2.fastq.gz	200	fruit size 70% to final size stage	night	cold temperature regimen
SRS974475	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G2night_cold	France:Montpellier	Plant	SAMN03782509	G2night_cold	SRS974475	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve32_SRX1075574	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075574	sequencing assay	SRX1075574	SRR2080995_1	INRA	SRR2080995	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/005/SRR2080995/SRR2080995_1.fastq.gz	200	fruit size 70% to final size stage	night	cold temperature regimen
SRS974475	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G2night_cold	France:Montpellier	Plant	SAMN03782509	G2night_cold	SRS974475	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve32_SRX1075574	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075574	sequencing assay	SRX1075574	SRR2080995_2	INRA	SRR2080995	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/005/SRR2080995/SRR2080995_2.fastq.gz	200	fruit size 70% to final size stage	night	cold temperature regimen
SRS974475	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G2night_cold	France:Montpellier	Plant	SAMN03782509	G2night_cold	SRS974475	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve33_SRX1075575	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075575	sequencing assay	SRX1075575	SRR2080996_1	INRA	SRR2080996	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/006/SRR2080996/SRR2080996_1.fastq.gz	200	fruit size 70% to final size stage	night	cold temperature regimen
SRS974475	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G2night_cold	France:Montpellier	Plant	SAMN03782509	G2night_cold	SRS974475	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve33_SRX1075575	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075575	sequencing assay	SRX1075575	SRR2080996_2	INRA	SRR2080996	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/006/SRR2080996/SRR2080996_2.fastq.gz	200	fruit size 70% to final size stage	night	cold temperature regimen
SRS974472	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G2day_hot	France:Montpellier	Plant	SAMN03782510	G2day_hot	SRS974472	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve34_SRX1075576	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075576	sequencing assay	SRX1075576	SRR2080997_1	INRA	SRR2080997	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/007/SRR2080997/SRR2080997_1.fastq.gz	200	fruit size 70% to final size stage	day	warm/hot temperature regimen
SRS974472	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G2day_hot	France:Montpellier	Plant	SAMN03782510	G2day_hot	SRS974472	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve34_SRX1075576	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075576	sequencing assay	SRX1075576	SRR2080997_2	INRA	SRR2080997	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/007/SRR2080997/SRR2080997_2.fastq.gz	200	fruit size 70% to final size stage	day	warm/hot temperature regimen
SRS974472	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G2day_hot	France:Montpellier	Plant	SAMN03782510	G2day_hot	SRS974472	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve35_SRX1075577	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075577	sequencing assay	SRX1075577	SRR2080998_1	INRA	SRR2080998	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/008/SRR2080998/SRR2080998_1.fastq.gz	200	fruit size 70% to final size stage	day	warm/hot temperature regimen
SRS974472	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G2day_hot	France:Montpellier	Plant	SAMN03782510	G2day_hot	SRS974472	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve35_SRX1075577	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075577	sequencing assay	SRX1075577	SRR2080998_2	INRA	SRR2080998	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/008/SRR2080998/SRR2080998_2.fastq.gz	200	fruit size 70% to final size stage	day	warm/hot temperature regimen
SRS974472	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G2day_hot	France:Montpellier	Plant	SAMN03782510	G2day_hot	SRS974472	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve36_SRX1075578	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075578	sequencing assay	SRX1075578	SRR2080999_1	INRA	SRR2080999	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/009/SRR2080999/SRR2080999_1.fastq.gz	200	fruit size 70% to final size stage	day	warm/hot temperature regimen
SRS974472	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G2day_hot	France:Montpellier	Plant	SAMN03782510	G2day_hot	SRS974472	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve36_SRX1075578	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075578	sequencing assay	SRX1075578	SRR2080999_2	INRA	SRR2080999	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/009/SRR2080999/SRR2080999_2.fastq.gz	200	fruit size 70% to final size stage	day	warm/hot temperature regimen
SRS974471	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G2night_hot	France:Montpellier	Plant	SAMN03782511	G2night_hot	SRS974471	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve37_SRX1075579	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075579	sequencing assay	SRX1075579	SRR2081000_1	INRA	SRR2081000	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/000/SRR2081000/SRR2081000_1.fastq.gz	200	fruit size 70% to final size stage	night	warm/hot temperature regimen
SRS974471	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G2night_hot	France:Montpellier	Plant	SAMN03782511	G2night_hot	SRS974471	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve37_SRX1075579	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075579	sequencing assay	SRX1075579	SRR2081000_2	INRA	SRR2081000	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/000/SRR2081000/SRR2081000_2.fastq.gz	200	fruit size 70% to final size stage	night	warm/hot temperature regimen
SRS974471	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G2night_hot	France:Montpellier	Plant	SAMN03782511	G2night_hot	SRS974471	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve38_SRX1075580	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075580	sequencing assay	SRX1075580	SRR2081001_1	INRA	SRR2081001	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/001/SRR2081001/SRR2081001_1.fastq.gz	200	fruit size 70% to final size stage	night	warm/hot temperature regimen
SRS974471	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G2night_hot	France:Montpellier	Plant	SAMN03782511	G2night_hot	SRS974471	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve38_SRX1075580	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075580	sequencing assay	SRX1075580	SRR2081001_2	INRA	SRR2081001	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/001/SRR2081001/SRR2081001_2.fastq.gz	200	fruit size 70% to final size stage	night	warm/hot temperature regimen
SRS974471	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G2night_hot	France:Montpellier	Plant	SAMN03782511	G2night_hot	SRS974471	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve39_SRX1075581	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075581	sequencing assay	SRX1075581	SRR2081002_1	INRA	SRR2081002	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/002/SRR2081002/SRR2081002_1.fastq.gz	200	fruit size 70% to final size stage	night	warm/hot temperature regimen
SRS974471	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size 70% to final size stage	fruit	30 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 30 degree Celsius during day/15 degree Celsius during night	G2night_hot	France:Montpellier	Plant	SAMN03782511	G2night_hot	SRS974471	LIBRARY_CONSTRUCTION_PROTOCOL_1	Ve39_SRX1075581	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1075581	sequencing assay	SRX1075581	SRR2081002_2	INRA	SRR2081002	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR208/002/SRR2081002/SRR2081002_2.fastq.gz	200	fruit size 70% to final size stage	night	warm/hot temperature regimen
SRS967558	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G1day_cold	France:Montpellier	Plant	SAMN03782504	G1day_cold	SRS967558	LIBRARY_CONSTRUCTION_PROTOCOL_1	_SRX1067700	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1067700	sequencing assay	SRX1067700	SRR2072598_1	INRA	SRR2072598	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/008/SRR2072598/SRR2072598_1.fastq.gz	200	fruit size up to 10% stage	day	cold temperature regimen
SRS967558	Vitis vinifera	NCBI Taxonomy	29760	ML1 line, microvine regenerated from Pinot Meunier mutant	fruit size up to 10% stage	fruit	20 degree celsius during day and 15 degree celsius during night	Sample of Dwarf rapid cycling and continous flowering pinot meunier mutant (line ML 1) berries sampled during daytime. Temperature treatment 20 degree Celsius during day/15 degree Celsius during night	G1day_cold	France:Montpellier	Plant	SAMN03782504	G1day_cold	SRS967558	LIBRARY_CONSTRUCTION_PROTOCOL_1	_SRX1067700	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	SEQUENCING_PROTOCOL_1	  	SRX1067700	sequencing assay	SRX1067700	SRR2072598_2	INRA	SRR2072598	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/008/SRR2072598/SRR2072598_2.fastq.gz	200	fruit size up to 10% stage	day	cold temperature regimen
